CMDLINE python -m Rules_Based.rule_based_ai_faster
MEM 0.203125 1697199073.2173
MEM 16.015625 1697199073.3285
MEM 28.484375 1697199073.4292
MEM 37.453125 1697199073.5343
MEM 44.750000 1697199073.6396
MEM 53.421875 1697199073.7448
MEM 67.484375 1697199073.8500
MEM 72.781250 1697199073.9552
MEM 78.359375 1697199074.0605
MEM 80.265625 1697199074.1657
MEM 80.265625 1697199074.2709
MEM 74.375000 1697199074.3763
MEM 79.171875 1697199074.4814
MEM 84.171875 1697199074.5848
MEM 89.921875 1697199074.6899
MEM 94.546875 1697199074.7952
MEM 104.625000 1697199074.9004
MEM 106.921875 1697199075.0057
MEM 110.156250 1697199075.1232
MEM 130.000000 1697199075.2301
MEM 143.234375 1697199075.3357
MEM 144.281250 1697199075.4392
MEM 144.421875 1697199075.5441
MEM 140.921875 1697199075.6729
MEM 129.078125 1697199075.7751
MEM 129.187500 1697199075.8803
MEM 126.734375 1697199075.9855
MEM 126.906250 1697199076.0908
MEM 126.937500 1697199076.1960
MEM 126.984375 1697199076.3012
MEM 126.984375 1697199076.4063
MEM 122.640625 1697199076.5115
MEM 122.671875 1697199076.6168
MEM 122.718750 1697199076.7219
MEM 122.718750 1697199076.8272
MEM 119.203125 1697199076.9324
MEM 119.203125 1697199077.0376
MEM 119.328125 1697199077.1413
MEM 112.296875 1697199077.2466
MEM 113.468750 1697199077.3519
MEM 113.484375 1697199077.4573
MEM 113.484375 1697199077.5625
MEM 113.484375 1697199077.6676
MEM 107.031250 1697199077.7729
MEM 106.500000 1697199077.8782
MEM 106.234375 1697199077.9836
MEM 103.984375 1697199078.0880
MEM 103.984375 1697199078.1910
MEM 102.765625 1697199078.2962
MEM 99.812500 1697199078.4013
MEM 98.406250 1697199078.5066
MEM 94.062500 1697199078.6309
MEM 81.984375 1697199078.7358
MEM 76.515625 1697199078.8386
MEM 80.921875 1697199078.9452
MEM 81.203125 1697199079.0461
MEM 81.250000 1697199079.1499
MEM 81.328125 1697199079.2551
MEM 81.343750 1697199079.3604
MEM 79.906250 1697199079.4656
MEM 78.515625 1697199079.5709
MEM 78.515625 1697199079.6716
MEM 75.968750 1697199079.7767
MEM 77.375000 1697199079.8819
MEM 78.968750 1697199079.9871
MEM 78.968750 1697199080.0923
MEM 79.000000 1697199080.1977
MEM 79.015625 1697199080.3023
MEM 79.062500 1697199080.4075
MEM 79.062500 1697199080.5127
MEM 79.046875 1697199080.6178
MEM 79.062500 1697199080.7201
MEM 77.968750 1697199080.8252
MEM 77.843750 1697199080.9304
MEM 79.000000 1697199081.0357
MEM 79.000000 1697199081.1408
MEM 79.000000 1697199081.2459
MEM 76.671875 1697199081.3511
MEM 77.828125 1697199081.4564
MEM 79.015625 1697199081.5616
MEM 79.015625 1697199081.6633
MEM 79.015625 1697199081.7685
MEM 78.984375 1697199081.8736
MEM 78.984375 1697199081.9788
MEM 78.984375 1697199082.0840
MEM 78.984375 1697199082.1891
MEM 78.984375 1697199082.2944
MEM 78.984375 1697199082.3996
MEM 78.765625 1697199082.5048
MEM 78.906250 1697199082.6100
MEM 78.906250 1697199082.7152
MEM 78.171875 1697199082.8156
MEM 78.890625 1697199082.9209
MEM 78.890625 1697199083.0256
MEM 78.890625 1697199083.1308
MEM 78.890625 1697199083.2359
MEM 76.468750 1697199083.3412
MEM 77.875000 1697199083.4464
MEM 77.875000 1697199083.5515
MEM 77.875000 1697199083.6567
MEM 77.937500 1697199083.7619
MEM 77.875000 1697199083.8670
MEM 77.875000 1697199083.9723
MEM 76.562500 1697199084.0776
MEM 76.562500 1697199084.1828
MEM 76.562500 1697199084.2879
MEM 77.890625 1697199084.3931
MEM 77.890625 1697199084.4982
MEM 77.921875 1697199084.6035
MEM 78.500000 1697199084.7087
MEM 78.500000 1697199084.8138
MEM 78.578125 1697199084.9189
MEM 78.578125 1697199085.0240
MEM 78.703125 1697199085.1293
MEM 78.703125 1697199085.2345
MEM 78.703125 1697199085.3396
MEM 78.718750 1697199085.4448
MEM 78.718750 1697199085.5499
MEM 78.718750 1697199085.6549
MEM 78.718750 1697199085.7601
MEM 78.718750 1697199085.8652
MEM 78.718750 1697199085.9704
MEM 78.718750 1697199086.0756
MEM 78.718750 1697199086.1808
MEM 78.718750 1697199086.2859
MEM 78.718750 1697199086.3912
MEM 78.718750 1697199086.4963
MEM 78.718750 1697199086.6017
MEM 78.656250 1697199086.7069
MEM 78.656250 1697199086.8121
MEM 78.656250 1697199086.9164
MEM 78.656250 1697199087.0217
MEM 78.656250 1697199087.1270
MEM 78.656250 1697199087.2321
MEM 78.656250 1697199087.3373
MEM 78.656250 1697199087.4425
MEM 78.656250 1697199087.5477
MEM 78.656250 1697199087.6529
MEM 78.656250 1697199087.7582
MEM 78.656250 1697199087.8634
MEM 78.656250 1697199087.9685
MEM 78.968750 1697199088.0737
MEM 78.984375 1697199088.1789
MEM 78.734375 1697199088.2841
MEM 78.734375 1697199088.3892
MEM 78.734375 1697199088.4944
MEM 78.734375 1697199088.5995
MEM 78.734375 1697199088.7048
MEM 77.187500 1697199088.8100
MEM 77.187500 1697199088.9141
MEM 78.296875 1697199089.0194
MEM 78.296875 1697199089.1246
MEM 78.296875 1697199089.2298
MEM 78.296875 1697199089.3351
MEM 78.312500 1697199089.4371
MEM 78.312500 1697199089.5423
MEM 78.312500 1697199089.6475
MEM 78.359375 1697199089.7527
MEM 78.312500 1697199089.8578
MEM 76.765625 1697199089.9630
MEM 76.765625 1697199090.0681
MEM 76.765625 1697199090.1733
MEM 78.281250 1697199090.2786
MEM 80.140625 1697199090.3838
MEM 80.140625 1697199090.4849
MEM 80.140625 1697199090.5869
MEM 80.140625 1697199090.6920
MEM 80.140625 1697199090.7972
MEM 80.140625 1697199090.8983
MEM 80.140625 1697199091.0008
MEM 80.156250 1697199091.1061
MEM 80.406250 1697199091.2112
MEM 80.640625 1697199091.3165
MEM 80.921875 1697199091.4211
MEM 80.281250 1697199091.5263
MEM 79.984375 1697199091.6315
MEM 80.031250 1697199091.7366
MEM 80.062500 1697199091.8421
MEM 80.093750 1697199091.9473
MEM 80.453125 1697199092.0527
MEM 80.453125 1697199092.1578
MEM 80.468750 1697199092.2630
MEM 80.468750 1697199092.3682
MEM 80.484375 1697199092.4734
MEM 80.484375 1697199092.5748
MEM 78.937500 1697199092.6799
MEM 80.250000 1697199092.7807
MEM 87.671875 1697199092.8859
MEM 114.796875 1697199092.9911
MEM 120.046875 1697199093.0968
MEM 118.828125 1697199093.2014
MEM 117.625000 1697199093.3037
MEM 117.625000 1697199093.4090
MEM 117.625000 1697199093.5130
MEM 115.984375 1697199093.6154
MEM 110.968750 1697199093.7181
MEM 111.296875 1697199093.8194
MEM 111.296875 1697199093.9227
MEM 110.500000 1697199094.0272
MEM 110.640625 1697199094.1313
MEM 105.968750 1697199094.2318
MEM 105.968750 1697199094.3371
MEM 106.625000 1697199094.4423
MEM 110.734375 1697199094.5459
MEM 114.078125 1697199094.6512
MEM 116.406250 1697199094.7563
MEM 117.500000 1697199094.8616
MEM 125.968750 1697199094.9620
MEM 161.125000 1697199095.0670
MEM 161.125000 1697199095.1704
MEM 161.125000 1697199095.2747
MEM 161.125000 1697199095.3798
MEM 161.109375 1697199095.4849
MEM 181.312500 1697199095.5901
